id,text,device
1233497372577148935,"Nobody fights harder for Montana than @SteveDaines. Steve is a close friend of mine, a STRONG Conservative, and a tremendous supporter of our #MAGA Agenda. He is strong on Crime &amp; Borders, GREAT for our Military &amp; Vets, &amp; will protect your #2A. Steve has my Complete Endorsement!",iPhone
474445754116087808,"""""""@Ry_Ceo: @realDonaldTrump i always tell people to vote for Donald Trump if he runs for  president. He knows the real deal!""""""",Android
1075001077576151041,"I hope the people over at the Fed will read today’s Wall Street Journal Editorial before they make yet another mistake. Also, don’t let the market become any more illiquid than it already is. Stop with the 50 B’s. Feel the market, don’t just go by meaningless numbers. Good luck!",iPhone
736671884247478272,Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,iPhone
1024765763775815695,"“Private payrolls boom in July, increasing by 219,000 vs 185,000 estimate: ADP” https://t.co/SeU9kGpima",iPhone
785885793340448769,"The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",Android
1103996973525413888,"I cannot believe the level of dishonesty in the media. It is totally out of control, but we are winning!",iPhone
1329871775707107335,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...",iPhone
1208130977500991489,"....and has my FULL Endorsement. This is a BIG win for our GOP and a BIG win for South Jersey. South Jersey is TRUMP COUNTRY, so I know ALL NJ Republicans will join me in supporting Jeff Van Drew. The Dems are already coming after him, so help Jeff win. https://t.co/whoUDnen12",iPhone
685829999467872256,South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!,Android
947802588174577664,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies &amp, deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!",iPhone
1256721351722876933,"No reason to turn it down, except politics. We have plenty of testing. Maybe you need a new Doctor over there. Crazy Nancy will use it as an excuse not to show up to work! https://t.co/NucH4dbKBL",iPhone
338416929679241217,"""""""@RealSonnyNewman: @realDonaldTrump wins @DannyZuker is afraid of you and knows he is a pathetic loser. Mr. Trump, you are a role model.""",Android
731798661580111872,Thank you for the nice words this morning @KellyRiddell. Well delivered and totally logical! @CNN   @FoxNews,Android
1210201738059407361,"Russia, Syria, and Iran are killing, or on their way to killing, thousands if inocent civilians in Idlib Province. Don’t do it! Turkey is working hard to stop this carnage.",iPhone
1308379796829863942,Nissan is rolling out it’s 2021 ROGUE from TENNESSEE. Great!,iPhone
1094631415357075461,"I don’t think the Dems on the Border Committee are being allowed by their leaders to make a deal. They are offering very little money for the desperately needed Border Wall &amp, now, out of the blue, want a cap on convicted violent felons to be held in detention!",iPhone
691470996021329920,"""""""@Tuggers56: @PMgeezer Hillary is so afraid of him. The GOP is afraid of him. The American people embrace him! Let's elect him,  DonaldTrump""",Android
635997399534698497,"""""""@AdriannaMarie: @realDonaldTrump People always take cheap shots at you,they can't handle the truth.You tell it like it is.They're cowards.""",Android
360713949051748353,The 250 million dollar construction of Trump Nationsl Doral is coming along great. Just left Miami where I toured entire project.AMAZING!,Android
548991035528196096,"""""""@LillyWinfree: @realDonaldTrump You are so wise!! I cant wait until youre president!! ❤️🎉😍#TrumpWinfree2016""""""",Android
1024264286418489345,"I am looking into 3-D Plastic Guns being sold to the public. Already spoke to NRA, doesn’t seem to make much sense!",iPhone
467548230033887233,"""""""@kyleraccio: @realDonaldTrump Trump presidency would right the ship. Please run, Donald."""" It can be done - thanks.""",Android
774435151975747584,Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. #AmericaFirst https://t.co/vzKtRxzvwv,iPhone
503148916817526785,"""""""@gaylemcconnau: @realDonaldTrump  It would be an answer to our prayers for you to bring us up out of this horrible hell we are in now""""""",Android
1125235131759960064,.....The Witch Hunt is over but we will never forget. MAKE AMERICA GREAT AGAIN!,iPhone
1296461160502505472,THANK YOU! #MAGA https://t.co/kgLSsAgZmR,iPhone
767536943353696256,"""""""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!""""""",Android
706953562316603392,"It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!",Android
1208151834109587456,THANK YOU! #KAG2020🇺🇸 https://t.co/fX5FGxYBuU,iPhone
1111745178824511489,"Had the Fed not mistakenly raised interest rates, especially since there is very little inflation, and had they not done the ridiculously timed quantitative tightening, the 3.0% GDP, &amp, Stock Market, would have both been much higher &amp, World Markets would be in a better place!",iPhone
785890855760465920,"In Texas now, leaving soon for BIG rally in Florida!",Android
601207470263017472,"""""""@AndyBran: @realDonaldTrump @megynkelly great job Mr. Trump! I will be 100% in your corner if you choose to make America great again!""""""",Android
1065351478347530241,".....are so many opposing view (on Border and Safety) cases filed there, and why are a vast number of those cases overturned. Please study the numbers, they are shocking. We need protection and security - these rulings are making our country unsafe! Very dangerous and unwise!",iPhone
999761589476655105,"Today, it was my great honor to present the #MedalOfHonor to @USNavy (SEAL) Master Chief Special Warfare Operator Britt Slabinski in the East Room of the @WhiteHouse. Full ceremony: https://t.co/2UldFozRh1 https://t.co/R3ACmkWsqJ",iPhone
354979829923332098,"""""""@Brewjo32: @realDonaldTrump reading The Art of the Deal again. Excellent revisit""""  Great!""",Android
334884647244804096,@polotodd804  This is one of the worst made and inaccurate documentaries I have ever seen. Filmmaker Mike Tollin has zero talent.Also-boring,Android
661356028336979968,"""""""@theBrandonMcKee: Read all about the Wollman deal and many other successful deals in """"The Art of the Deal"""" by @realDonaldTrump""""""",Android
1265612405784162304,"We are acting as a police force, not the fighting force that we are, in Afghanistan. After 19 years, it is time for them to police their own Country. Bring our soldiers back home but closely watch what is going on and strike with a thunder like never before, if necessary!",iPhone
668184376472117250,".@heytana, great job - we are all proud of you!",Android
673512038522626048,I will be interviewed on Face The Nation @CBSNews at 10:30 A.M. Should be interesting - ENJOY!,Android
400125614340202496,@WCMartzOfficial  Thank you.,Android
551937733145690112,"""""""@ShortCakesSheep: @realDonaldTrump @roswell2001 @kevinjonas @RealGilbert agree!!!""""""",Android
805386422807105536,"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...",Android
628705646184165376,"""""""@sr_stocks: @WSJ @realDonaldTrump winner Trump. get use to it.Trump2016""""""",Android
1320691959825051649,We are winning big on the voting numbers. Get out and Vote. Bigger than 2016!!!,iPhone
747424042181791744,.@CNN is all negative when it comes to me. I don't watch it anymore.,Android
1285520211593105413,"Thank you for the good reviews and comments on my interview with Chris Wallace of @FoxNews. We may have set a record for doing such an interview in the heat. It was 100 degrees, making things very interesting!",iPhone
1125149868220125184,....The Witch Hunt is over but we will never forget. MAKE AMERICA GREAT AGAIN!,iPhone
1082032550112047104,"V.P. Mike Pence and group had a productive meeting with the Schumer/Pelosi representatives today. Many details of Border Security were discussed. We are now planning a Steel Barrier rather than concrete. It is both stronger &amp, less obtrusive. Good solution, and made in the U.S.A.",iPhone
884141905436696576,"""For years, even as a """"civilian,"""" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!""",iPhone
586855795188441088,Heading to South Carolina now - meeting with fantastic people!,Android
551936688990457857,"""""""@amiguiza: @realDonaldTrump I believe in Kevin Jonas!!! he's the best #TeamKevin #AskKevin""""""",Android
1210354030997901312,Thank you Ritchie! https://t.co/1TnVNXRCdn,iPhone
680212039487340544,.@danielhalper  Great job on @CNN today. Very wise indeed!,Android
811928543366148096,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1,iPhone
1314591877765660675,Crazy Nancy Pelosi is looking at the 25th Amendment in order to replace Joe Biden with Kamala Harris. The Dems want that to happen fast because Sleepy Joe is out of it!!!,iPhone
671807635759345665,Just arrived in New Hampshire. Another packed venue! Will be fun.,Android
586731935831035904,"""""""@LaurenHayes021: If @realDonaldTrump runs for president it would be the best thing that had happened to this country in a long time!""",Android
959949725028974592,“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....,iPhone
1178745297830326274,Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San Antonio and Texas! America makes the GREATEST trucks in the world! https://t.co/kp4FICFLcf,iPhone
492146733447532545,"""""""@CatheMazanowicz: @realDonaldTrump God bless you for the jobs for so many unemployed! Can't wait for the new hotel! Fabulous, as always.""",Android
1160316831414067200,"Think how wonderful it is to be able to fight back and show, to so many, how totally dishonest the Fake News Media really is. It may be the most corrupt and disgusting business (almost) there is! MAKE AMERICA GREAT AGAIN!",iPhone
1091329137699184640,"....after 18 long years. Syria was loaded with ISIS until I came along. We will soon have destroyed 100% of the Caliphate, but will be watching them closely. It is now time to start coming home and, after many years, spending our money wisely. Certain people must get smart!",iPhone
1080084113762197504,"Dr. Sebastian Gorka, a very good and talented guy, has a great new book just out, “Why We Fight.” Lots of insight - Enjoy!",iPhone
704324651384762368,"""""""Hillary could lose to Trump in Democratic New York""""#MakeAmericaGreatAgain #Trump2016https://t.co/fQR48CVIbt""",iPhone
361223434195312640,"""""""@fam5rock: @realDonaldTrump #snowden not a traitor. Shared info with fellow Americans who have a right to know about NSA snooping"""" Bullshit""",Android
1193603788898263041,"Corrupt politician Adam Schiff wants people from the White House to testify in his and Pelosi’s disgraceful Witch Hunt, yet he will not allow a White House lawyer, nor will he allow ANY of our requested witnesses. This is a first in due process and Congressional history!",iPhone
361620738622500864,"""""""@kellypennett: “@jessrogo: The only reason I came to DC for my sister's golf tournament is to see Donald Trump speak at the dinner” Thanks!""",Android
365339525267996673,"""""""@McLeanGolf: Drove around the new """"Blue Monster"""" again tonight. Saving photos. What Donald Trump has done here will shock golf world!""",Android
629578878307147776,"""""""@Southern_Anon63: I am a stone cold down to the bone democrat. But I will be voting @realDonaldTrump on Election Day.""""""",Android
1184973040150614016,"See you soon Dallas, Texas! https://t.co/Sg6xtp1vqQ",iPhone
737785345459113985,Congratulations to @seanhannity on his tremendous increase in television ratings. Speaking of ratings- I will be on his show tonight @ 10pE.,iPhone
672403077597560832,"""""""@derektheeight: Will be interesting to see how many times Jersey rooftop will be brought up now that video has miraculously been found...""""""",Android
395872174722273280,Isn't the WORLD tired of hearing President Obama say he knew nothing about anything-time to take responsibility for all of your mistakes!,Android
530704172090667008,"""""""@RealEnGenX: @realDonaldTrump @MikeAndMike @FrankCaliendo Great segment! Ty for the laughs""""""",Android
661760807534010368,"""""""@JulesSiscoe: The Complete @realDonaldTrump Interview: Getting Things Done https://t.co/OTLC2XpFRv via @bpolitics""""""",Android
985529299905187840,"Just hit 50% in the Rasmussen Poll, much higher than President Obama at same point. With all of the phony stories and Fake News, it’s hard to believe! Thank you America, we are doing Great Things.",iPhone
1302968271306711046,Gordon Chang: China Seems ‘to Be Favoring Joe Biden‘ in Presidential Election https://t.co/LmXVsqOJzP via @BreitbartNews. Of course they want Biden. I have taken $Billions from China and given it to our Farmers and U.S. Treasury. China would own the U.S. if Biden &amp; Hunter got in!,iPhone
692542762445594624,"Thank you- Lexington, South Carolina!#Trump2016 #MakeAmericaGreatAgainhttps://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB",iPhone
1158330512341164032,"We cannot let those killed in El Paso, Texas, and Dayton, Ohio, die in vain. Likewise for those so seriously wounded. We can never forget them, and those many who came before them. Republicans and Democrats must come together and get strong background checks, perhaps marrying....",iPhone
595406508378173440,The U.S. has enough problems without publicity seekers going out and openly mocking religion in order to provoke attacks and death. BE SMART,Android
1219915807217659905,"Will be interviewed at 5:00 A.M. Eastern by @JoeSquawk on @CNBC at the World Economic Forum in Davos, Switzerland. Enjoy!",iPhone
760976212068106240,Thank you for your support of my candidacy! #MAGA #ImWithYou https://t.co/Al5bZlRFYk,iPhone
1089201935926939650,"BUILD A WALL &amp, CRIME WILL FALL! https://t.co/a0G7GWi74k",iPhone
1198746376420679680,"....contracting procedures were not addressed to my satisfaction. Therefore, Secretary of the Navy Richard Spencer’s services have been terminated by Secretary of Defense Mark Esper. I thank Richard for his service &amp, commitment. Eddie will retire peacefully with all of the.....",iPhone
1319719469552340993,"Joe Biden’s response to the H1N1 Swine Flu, far less lethal than Covid 19, was one of the weakest and worst in the history of fighting epidemics and pandemics. It was pathetic, those involved have said. Joe didn’t have a clue!",iPhone
541798366813126656,"""""""@JoseThePaisa: @realDonaldTrump Mr. Trump do you know how sad it's to have a POTUS that ignored remembrance of Pearl Harbor?So un patriotic""",Android
1166723478776684544,"....And by the way, I’m the best thing that’s ever happened to Puerto Rico!",iPhone
1244338645198352386,"I am a great friend and admirer of the Queen &amp; the United Kingdom. It was reported that Harry and Meghan, who left the Kingdom, would reside permanently in Canada. Now they have left Canada for the U.S. however, the U.S. will not pay for their security protection. They must pay!",iPhone
524173528367919104,"""""""@timessquarehero: @realDonaldTrump Please let Donnie, Eric and Ivanka run the empire for 4 years and #saveourcountry""""""",Android
536663123068190721,"""""""@Sal_lyann: DonaldTrump @Jennifer75AR @CahlRStorrie Does Donald Trump want to be president? looks like he is getting lots of votes already""""""",Android
1267124501361369091,"Congratulations to our National Guard for the great job they did immediately upon arriving in Minneapolis, Minnesota, last night. The ANTIFA led anarchists, among others, were shut down quickly. Should have been done by Mayor on first night and there would have been no trouble!",iPhone
1084092774633353217,"Lyin’ James Comey, Andrew McCabe, Peter S and his lover, agent Lisa Page, &amp, more, all disgraced and/or fired and caught in the act. These are just some of the losers that tried to do a number on your President. Part of the Witch Hunt. Remember the “insurance policy?” This is it!",iPhone
603358447946567680,"""""""@pepsidaisy: @realDonaldTrump It's almost June &amp, time for the big announcement!! #MakeAmericaGreatAgain #Trump2016 #TrumpForPresident""""""",Android
1319821396424286208,"For years, Joe Biden fought to cut your Social Security and Medicare—a fact which Joe falsely denied last night. This video (Joe Biden’s own words) was created by Bernie Sanders earlier this year to expose Joe Biden’s atrocious record and egregious lies! https://t.co/womMTc70RP",iPhone
717088318068891648,"Will be interviewed on @SeanHannity on @FoxNews from #Wisconsin tonight. My wife, Melania, will join me for the entire show.",iPhone
1320690788628598784,"We have made tremendous progress with the China Virus, but the Fake News refuses to talk about it this close to the Election. COVID, COVID, COVID is being used by them, in total coordination, in order to change our great early election numbers.Should be an election law violation!",iPhone
1281921247950131200,"This man should be extradited, tried, and thrown into jail. A sick lier who was paid by Crooked Hillary &amp; the DNC! https://t.co/ywMBeAgaGz",iPhone
549542695086338048,"""""""@TpGraf82: @realDonaldTrump great job on @foxandfriends we need you or we will be stuck with another #clinton""""""",Android
921724821939130369,People get what is going on! https://t.co/Pdg7VqQv6M,iPhone
373523104766894081,"The ratings of The Cycle on MSNBC, a sad and pathetic show, are way down. If they fired racist moron @Toure, a truly stupid guy, they live!",Android
578363362893004800,"""""""@JLogossoComedy: I've never voted... If @realDonaldTrump runs for #President .... I'm voting for him""""""",Android
654124432131248128,"""""""@mcowgerFL: @realDonaldTrump Thank you for ALWAYS REMEMBERING America's veterans!""""""",Android
923876612013248512,JFK Files are being carefully released. In the end there will be great transparency. It is my hope to get just about everything to public!,iPhone
353352963001040896,@BeccaPiano  Thank you Becca.,Android
416890862594170880,Will be working with contractors at Trump National Doral in Miami today.,Android
463304771353726976,"""""""@imFRANGtastic: @realDonaldTrump would take this country in the right direction. #USA #TrumpForPresident""""""",Android
1192065660593029120,"“Based on the things I’ve seen, the Democrats have no case, or a weak case, at best. I don’t think there are, or will be, well founded articles of Impeachment here.” Robert Wray, respected former prosecutor. It is a phony scam by the Do Nothing Dems! @foxandfriends",iPhone
374126787493892096,"""""""@mguarino64: @realDonaldTrump """" How would you treat the Syria situation if president ?"""" I'd let them all fight with each other-focus on US!""",Android
710415602851172352,Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating,Android
539396511529189376,"""""""@Golfeventplan: Great article in Met Golfer this month on the development of Trump Golf Links at Ferry Point #trump http://t.co/PKRSiiF7AR""""""",Android
539645327524241408,"""""""@TaylorGianfermi: https://t.co/MrXWR3Umbj @realDonaldTrump is marvelous for calling out the notorious bozo @Rosie. Never laughed so hard.""",Android
702953023736250369,"FMR PRES of Mexico, Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!",Android
573450971851980801,"""""""@ElianaBenador: #CPAC th crystal ball to see th future: True Conservative candidates will be sorely missing. None of them measures toTrump""",Android
338028616988389376,"@julesmattsson   Wrong, totally proved my case but didn't get damages because the libel laws in this Country suck!",Android
1179718467060211713,Great job Richard! https://t.co/Uv8xgZPshu,iPhone
1293619109180080128,Congrats to Pennsylvania for receiving $11.5M in federal infrastructure funds from @USDOT. Huge investments in Hazleton and Erie County to improve transit service and bring an economic boost to these areas!,iPhone
712709458187694080,"Thank you, Arizona! #Trump2016#MakeAmericaGreatAgain #TrumpTrainhttps://t.co/MMPR0Omwog https://t.co/Dgqky0JiHO",iPhone
812773204561379330,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",Android
1281071885887975424,"THANK YOU! #MAGA2020 
https://t.co/Eecj1gGGHS",iPhone
544473979059441664,"""""""@Keven_GR7: @realDonaldTrump I want to live in a U.S. where you are President""""  Thank you!""",Android
1245136063187869698,"30 DAYS TO SLOW THE SPREAD
#COVIDー19 https://t.co/p9j7kZsD7b https://t.co/RSUHRfT8If",iPhone
688443772565348352,"Wow! Ted Cruz received $487K in campaign contributions, $11M from a NY hedge fund mogul, &amp, $1M low int. loan from Goldman Sachs. Hypocrite",iPhone
758233935230959617,"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.",Android
357311065882771456,"""""""@chillychillman: @kieronfowler @realDonaldTrump the man is a legend"""" Very nice!""",Android
1007592042124513283,“Why in the world didn’t Barack Obama fire this guy (Comey)?” asks Mark Levin!,iPhone
1138030976578310144,"We have fully signed and documented another very important part of the Immigration and Security deal with Mexico, one that the U.S. has been asking about getting for many years. It will be revealed in the not too distant future and will need a vote by Mexico’s Legislative body!..",iPhone
1009490487051513861,https://t.co/yfwdyUHmn3,iPhone
1179856669901111297,There wasn’t ANYTHING said wrong in my conversation with the Ukrainian President. This is a Democrat Scam!,iPhone
1078401678930558976,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”",iPhone
1245754978880241666,30 DAYS TO SLOW THE SPREAD https://t.co/GIzwKSt5mq,iPhone
354763280880893952,"""""""@c_c_saunders: @realDonaldTrump my dad played the new Scotland course today, left me a vm, """"put the Trump course on your list, must play.""""""""""",Android
1280899723071815680,"THE SILENT MAJORITY IS STRONGER THAN EVER, JUST WATCH!!!",iPhone
1263658320310796291,"Is this even possible to believe? Can this be for real? Where is this nursing home, how is the victim doing?",iPhone
1146268912553775110,"Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States, and others who paid NOTHING, long before I became President - and they have now breached their stockpile limit. Not good!",iPhone
577984886688059392,"""""""@d_mc_cullough: @paddyb_ireland @realDonaldTrump Do ya not know this wee man is one of the best in the world.""""""",Android
353220328408879105,"""""""@RobStylz: one of my all time favorite episodes of Fresh Prince is the one with @realDonaldTrump #classic http://t.co/8E5CwOgpkX""""Thanks""",Android
